key,0,1,2,3,4,5
1.259,40,,"CreditFont#4",50,2,"Junichi Nishimura"
1.260,40,,"CreditFont#4",50,2,"Kei Odagiri"
1.261,40,,"CreditFont#4",50,2,"Danilo Enju Sato"
1.262,40,,"CreditFont#4",50,2,"Shohei Yokose"
1.263,130,,"CreditFont#6",50,2,"Game Design Supervisor"
1.264,40,,"CreditFont#4",50,2,"Nobuaki Komoto"
1.265,130,,"CreditFont#6",50,2,"Art Team Leads"
1.266,40,,"CreditFont#4",50,2,"Takeo Suzuki"
1.267,40,,"CreditFont#4",50,2,"Shinya Ichida"
1.268,130,,"CreditFont#6",50,2,"Lead Character Concept Artist"
1.269,40,,"CreditFont#4",50,2,"Yusuke Mogi"
1.270,90,,"CreditFont#6",50,2,"Character Concept Artists"
1.271,40,,"CreditFont#4",50,2,"Ayumi Namae"
1.272,40,,"CreditFont#4",50,2,"Hiroyuki Nagamine"
1.273,80,,"CreditFont#4",50,2,"Masayoshi Inoue"
1.274,40,,"CreditFont#4",50,2,"Nobuyoshi Mihara"
1.275,40,,"CreditFont#4",50,2,"Erika Murabayashi"
1.276,40,,"CreditFont#4",50,2,"Marina Otani"
1.277,40,,"CreditFont#4",50,2,"Sari Takahashi"
1.278,40,,"CreditFont#4",50,2,"Yoshikazu Takenouchi"
1.279,40,,"CreditFont#4",50,2,"Megumi Tsujii"
1.280,40,,"CreditFont#4",50,2,"Tetsu Tsukamoto"
1.281,40,,"CreditFont#4",50,2,"Yoshimi Urabe"
1.282,130,,"CreditFont#6",50,2,"Background Concept Artists"
1.283,40,,"CreditFont#4",50,2,"Eiichi Hama"
1.284,40,,"CreditFont#4",50,2,"Mariko Higashi"
1.285,40,,"CreditFont#4",50,2,"Kentarou Kimura"
1.286,40,,"CreditFont#4",50,2,"Takayuki Odachi"
1.287,40,,"CreditFont#4",50,2,"Rokuma Saito"
1.288,40,,"CreditFont#4",50,2,"Kenta Tanaka"
1.289,40,,"CreditFont#4",50,2,"Seiji Yamate"
1.290,130,,"CreditFont#6",50,2,"Lead Character Artist"
1.291,40,,"CreditFont#4",50,2,"Yuji Mitsuishi"
1.292,90,,"CreditFont#6",50,2,"Character Artists"
1.293,40,,"CreditFont#4",50,2,"Yuji Yamazaki"
1.294,80,,"CreditFont#4",50,2,"Ibuki Eda"
1.295,40,,"CreditFont#4",50,2,"Takahiro Furuya"
1.296,40,,"CreditFont#4",50,2,"Rie Hatano"
1.297,40,,"CreditFont#4",50,2,"Tomoyuki Hirahara"
1.298,40,,"CreditFont#4",50,2,"Yoshinari Hirata"
1.299,40,,"CreditFont#4",50,2,"Masami Imamura"
1.300,40,,"CreditFont#4",50,2,"Suguru Ishii"
1.301,40,,"CreditFont#4",50,2,"Takako Ikedo"
1.302,40,,"CreditFont#4",50,2,"Mitsumi Kakitani"
1.303,40,,"CreditFont#4",50,2,"Takuya Kojima"
1.304,40,,"CreditFont#4",50,2,"Yu Kasahara"
1.305,40,,"CreditFont#4",50,2,"Yoshimitsu Maruo"
1.306,40,,"CreditFont#4",50,2,"Kei Naruse"
1.307,40,,"CreditFont#4",50,2,"Eri Satou"
1.308,40,,"CreditFont#4",50,2,"Manabu Suzuki"
1.309,40,,"CreditFont#4",50,2,"Takuya Sakaguchi"
1.310,40,,"CreditFont#4",50,2,"Daisuke Takakuwa"
1.311,40,,"CreditFont#4",50,2,"Kaoru Takayama"
1.312,40,,"CreditFont#4",50,2,"Takahiro Uchiyamada"
1.313,40,,"CreditFont#4",50,2,"Hirokazu Yamamoto"
1.314,40,,"CreditFont#4",50,2,"Luyang Yuan"
1.315,40,,"CreditFont#4",50,2,"Hussain Zakariya"
1.316,40,,"CreditFont#4",50,2,"Lei Zhang"
1.317,130,,"CreditFont#6",50,2,"Background Artists"
1.318,40,,"CreditFont#4",50,2,"Tadahiro Masuya"
1.319,40,,"CreditFont#4",50,2,"Junichi Murata"
1.320,40,,"CreditFont#4",50,2,"Masato Shida"
1.321,40,,"CreditFont#4",50,2,"Yoshiki Takanashi"
1.322,40,,"CreditFont#4",50,2,"Yuji Takasu"
1.323,40,,"CreditFont#4",50,2,"Toshiyuki Tensaka"
1.324,80,,"CreditFont#4",50,2,"Lee Doyeon"
1.325,40,,"CreditFont#4",50,2,"Yoshiko Higohashi"
1.326,40,,"CreditFont#4",50,2,"Youko Honma"
1.327,40,,"CreditFont#4",50,2,"Yoko Kanno"
1.328,40,,"CreditFont#4",50,2,"Rieko Kano"
1.329,40,,"CreditFont#4",50,2,"Jinhyun Kim"
1.330,40,,"CreditFont#4",50,2,"Kimitaka Matsuda"
1.331,40,,"CreditFont#4",50,2,"Kouichi Nakayama"
1.332,40,,"CreditFont#4",50,2,"Yoshinori Numoto"
1.333,40,,"CreditFont#4",50,2,"Shohei Okita"
1.334,40,,"CreditFont#4",50,2,"Kentarou Ono"
1.335,40,,"CreditFont#4",50,2,"Yoshiyuki Shikano"
1.336,40,,"CreditFont#4",50,2,"Natsumi Sakamoto"
1.337,40,,"CreditFont#4",50,2,"Tomoe Suzuki"
1.338,40,,"CreditFont#4",50,2,"Shinji Tanaka"
1.339,40,,"CreditFont#4",50,2,"Tadashi Tanaka"
1.340,40,,"CreditFont#4",50,2,"Shao Tonghui"
1.341,40,,"CreditFont#4",50,2,"Motoko Toyama"
1.342,40,,"CreditFont#4",50,2,"Tatsuya Wakabayashi"
1.343,40,,"CreditFont#4",50,2,"Fusayuki Watariguchi"
1.344,40,,"CreditFont#4",50,2,"Yuki Yamamoto"
1.345,40,,"CreditFont#4",50,2,"Kazuma Yamanishi"
1.346,40,,"CreditFont#4",50,2,"Yoshitaka Yamano"
1.347,40,,"CreditFont#4",50,2,"Kyoko Yasuda"
1.348,40,,"CreditFont#4",50,2,"Kenichi Yoshizawa"
1.349,80,,"CreditFont#4",50,2,"Eriko Nishio (Teco inc.)"
1.350,40,,"CreditFont#4",50,2,"Naotaka Oomori (PittCompany Inc.)"
1.351,40,,"CreditFont#4",50,2,"Mihoko Takahashi (CONTORNO Inc.)"
1.352,130,,"CreditFont#6",50,2,"Animators"
1.353,40,,"CreditFont#4",50,2,"Hitomi Chiba"
1.354,40,,"CreditFont#4",50,2,"Masaki Koshikawa"
1.355,40,,"CreditFont#4",50,2,"Takanobu Miyazawa"
1.356,40,,"CreditFont#4",50,2,"Tatsuya Okahisa"
1.357,40,,"CreditFont#4",50,2,"Ryuichi Onuma"
1.358,40,,"CreditFont#4",50,2,"Yasuyuki Sogame"
1.359,40,,"CreditFont#4",50,2,"Satomi Tsuchida"
1.360,80,,"CreditFont#4",50,2,"Junji Hayashi"
1.361,40,,"CreditFont#4",50,2,"Mirei Hiyama"
1.362,40,,"CreditFont#4",50,2,"Youichirou Hori"
1.363,40,,"CreditFont#4",50,2,"Wataru Horikawa"
1.364,40,,"CreditFont#4",50,2,"Mifuyu Kamihashira"
1.365,40,,"CreditFont#4",50,2,"Yuki Kano"
1.366,40,,"CreditFont#4",50,2,"Yasutomo Kayou"
1.367,40,,"CreditFont#4",50,2,"Yoshiaki Kawashima"
1.368,40,,"CreditFont#4",50,2,"Shikou Kikuchi"
1.369,40,,"CreditFont#4",50,2,"Kana Kitagawa"
1.370,40,,"CreditFont#4",50,2,"Shiho Kochi"
1.371,40,,"CreditFont#4",50,2,"Danyi Li"
1.372,40,,"CreditFont#4",50,2,"Masaya Tsuchida"
1.373,40,,"CreditFont#4",50,2,"Naoto Toshima"
1.374,40,,"CreditFont#4",50,2,"Reika Yoshizawa"
1.375,40,,"CreditFont#4",50,2,"Yosuke Yuyama"
1.376,80,,"CreditFont#4",50,2,"Yoshikazu Goto (CONTORNO Inc.)"
1.377,40,,"CreditFont#4",50,2,"Ryutaro Maruyama (CONTORNO Inc.)"
1.378,40,,"CreditFont#4",50,2,"Wataru Mitsui (CONTORNO Inc.)"
1.379,130,,"CreditFont#6",50,2,"Lead VFX Artist"
1.380,40,,"CreditFont#4",50,2,"Yoshimasa Furukawa"
1.381,90,,"CreditFont#6",50,2,"VFX Artists"
1.382,40,,"CreditFont#4",50,2,"Yoshinori Ogura"
1.383,80,,"CreditFont#4",50,2,"Ken Hamanaka"
1.384,40,,"CreditFont#4",50,2,"Natsuki Hayashi"
1.385,40,,"CreditFont#4",50,2,"Yuya Hijikata"
1.386,40,,"CreditFont#4",50,2,"Takayasu Ishii"
1.387,40,,"CreditFont#4",50,2,"Shigeru Ishikawa"
1.388,40,,"CreditFont#4",50,2,"Chihiro Kondo"
1.389,40,,"CreditFont#4",50,2,"Azusa Terashima"
1.390,40,,"CreditFont#4",50,2,"Koji Tsutsui"
1.391,40,,"CreditFont#4",50,2,"Hikari Yamamoto"
1.392,130,,"CreditFont#6",50,2,"Lead Cutscene Artist"
1.393,40,,"CreditFont#4",50,2,"Masaki Imamura"
1.394,90,,"CreditFont#6",50,2,"Cutscene Artists"
1.395,40,,"CreditFont#4",50,2,"Masatoshi Suzuki"
1.396,40,,"CreditFont#4",50,2,"Ryuichi Yamada"
1.397,80,,"CreditFont#4",50,2,"Yasuhiro Kasagi"
1.398,40,,"CreditFont#4",50,2,"Keisuke Matsumoto"
1.399,40,,"CreditFont#4",50,2,"Kouichi Ogino"
1.400,40,,"CreditFont#4",50,2,"Yoshinori Onodera"
1.401,40,,"CreditFont#4",50,2,"Yuta Sakai"
1.402,40,,"CreditFont#4",50,2,"Shuhei Tanaka"
1.403,40,,"CreditFont#4",50,2,"Hiroki Tanji"
1.404,40,,"CreditFont#4",50,2,"Takayuki Umemoto"
1.405,40,,"CreditFont#4",50,2,"Yukie Wakamoto"
1.406,80,,"CreditFont#4",50,2,"Tomoya Asami (CONTORNO Inc.)"
1.407,40,,"CreditFont#4",50,2,"Hiroki Kamiyama (CONTORNO Inc.)"
1.408,40,,"CreditFont#4",50,2,"Haruki Komaki (CONTORNO Inc.)"
1.409,40,,"CreditFont#4",50,2,"Ryujiro Morita (CONTORNO Inc.)"
1.410,40,,"CreditFont#4",50,2,"Yuta Morita (CONTORNO Inc.)"
1.411,40,,"CreditFont#4",50,2,"Shingo Nakasato (CONTORNO Inc.)"
